ano,mes,sigla_uf,sigla_uf_nome,tipo_consumo,numero_consumidores,consumo
2004,1,AC,Acre,Total,,34840
2004,2,AC,Acre,Total,,33050
2004,3,AC,Acre,Total,,33858
2004,4,AC,Acre,Total,,34961
2004,5,AC,Acre,Total,,29766
2004,6,AC,Acre,Total,,32048
2004,7,AC,Acre,Total,,33659
2004,8,AC,Acre,Total,,34837
2004,9,AC,Acre,Total,,36879
2004,10,AC,Acre,Total,,36948
2004,11,AC,Acre,Total,,38066
2004,12,AC,Acre,Total,,36879
2004,1,AC,Acre,Cativo,,34840
2004,2,AC,Acre,Cativo,,33050
2004,3,AC,Acre,Cativo,,33858
2004,4,AC,Acre,Cativo,,34961
2004,5,AC,Acre,Cativo,,29766
2004,6,AC,Acre,Cativo,,32048
2004,7,AC,Acre,Cativo,,33659
2004,8,AC,Acre,Cativo,,34837
2004,9,AC,Acre,Cativo,,36879
2004,10,AC,Acre,Cativo,,36948
2004,11,AC,Acre,Cativo,,38066
2004,12,AC,Acre,Cativo,,36879
2004,1,AC,Acre,Outros,9943,9428
2004,2,AC,Acre,Outros,10041,9189
2004,3,AC,Acre,Outros,10080,9586
2004,4,AC,Acre,Outros,10101,10355
2004,5,AC,Acre,Outros,10122,6205
2004,6,AC,Acre,Outros,10142,9480
2004,7,AC,Acre,Outros,10272,9813
2004,8,AC,Acre,Outros,10353,10188
2004,9,AC,Acre,Outros,10356,10278
2004,10,AC,Acre,Outros,10425,10180
2004,11,AC,Acre,Outros,10854,10548
2004,12,AC,Acre,Outros,10845,10214
2004,1,AC,Acre,Comercial,12175,7895
2004,2,AC,Acre,Comercial,12183,7328
2004,3,AC,Acre,Comercial,12117,7420
2004,4,AC,Acre,Comercial,12044,7344
2004,5,AC,Acre,Comercial,12126,7141
2004,6,AC,Acre,Comercial,12087,6955
2004,7,AC,Acre,Comercial,12155,7204
2004,8,AC,Acre,Comercial,12229,7580
2004,9,AC,Acre,Comercial,12373,8309
2004,10,AC,Acre,Comercial,12203,7910
2004,11,AC,Acre,Comercial,12161,8377
2004,12,AC,Acre,Comercial,12151,8122
2004,1,AC,Acre,Industrial,761,1738
2004,2,AC,Acre,Industrial,762,1724
2004,3,AC,Acre,Industrial,757,1880
2004,4,AC,Acre,Industrial,744,1714
2004,5,AC,Acre,Industrial,744,1704
2004,6,AC,Acre,Industrial,743,1961
2004,7,AC,Acre,Industrial,751,1809
2004,8,AC,Acre,Industrial,762,2103
2004,9,AC,Acre,Industrial,750,2542
2004,10,AC,Acre,Industrial,753,2220
2004,11,AC,Acre,Industrial,754,2325
2004,12,AC,Acre,Industrial,757,2373
2004,1,AC,Acre,Residencial,103396,15778
2004,2,AC,Acre,Residencial,104254,14807
2004,3,AC,Acre,Residencial,105188,14970
2004,4,AC,Acre,Residencial,105510,15545
2004,5,AC,Acre,Residencial,106209,14714
2004,6,AC,Acre,Residencial,106406,13650
2004,7,AC,Acre,Residencial,106638,14831
2004,8,AC,Acre,Residencial,107134,14965
2004,9,AC,Acre,Residencial,107386,15749
2004,10,AC,Acre,Residencial,107835,16636
2004,11,AC,Acre,Residencial,108454,16815
2004,12,AC,Acre,Residencial,108422,16169
2004,1,AL,Alagoas,Total,,285489
2004,2,AL,Alagoas,Total,,266555
2004,3,AL,Alagoas,Total,,259855
2004,4,AL,Alagoas,Total,,289626
2004,5,AL,Alagoas,Total,,284219
2004,6,AL,Alagoas,Total,,284384
2004,7,AL,Alagoas,Total,,282241
2004,8,AL,Alagoas,Total,,281415
2004,9,AL,Alagoas,Total,,279917
2004,10,AL,Alagoas,Total,,290729
2004,11,AL,Alagoas,Total,,289596
2004,12,AL,Alagoas,Total,,296464
2004,1,AL,Alagoas,Cativo,,285489
2004,2,AL,Alagoas,Cativo,,266555
2004,3,AL,Alagoas,Cativo,,259855
2004,4,AL,Alagoas,Cativo,,289626
2004,5,AL,Alagoas,Cativo,,284219
2004,6,AL,Alagoas,Cativo,,284384
2004,7,AL,Alagoas,Cativo,,282241
2004,8,AL,Alagoas,Cativo,,281415
2004,9,AL,Alagoas,Cativo,,279917
2004,10,AL,Alagoas,Cativo,,290729
2004,11,AL,Alagoas,Cativo,,289596
2004,12,AL,Alagoas,Cativo,,296464
2004,1,AL,Alagoas,Outros,14543,48286
2004,2,AL,Alagoas,Outros,18412,44895
2004,3,AL,Alagoas,Outros,17018,41702
2004,4,AL,Alagoas,Outros,16710,47473
2004,5,AL,Alagoas,Outros,16787,42892
2004,6,AL,Alagoas,Outros,16912,43342
2004,7,AL,Alagoas,Outros,16991,39974
2004,8,AL,Alagoas,Outros,16994,40190
2004,9,AL,Alagoas,Outros,17036,42662
2004,10,AL,Alagoas,Outros,16942,46132
2004,11,AL,Alagoas,Outros,17232,51341
2004,12,AL,Alagoas,Outros,16937,50836
2004,1,AL,Alagoas,Comercial,42568,31461
2004,2,AL,Alagoas,Comercial,42734,30119
2004,3,AL,Alagoas,Comercial,42608,30572
2004,4,AL,Alagoas,Comercial,42602,32021
2004,5,AL,Alagoas,Comercial,42796,30512
2004,6,AL,Alagoas,Comercial,42611,31649
2004,7,AL,Alagoas,Comercial,42872,27614
2004,8,AL,Alagoas,Comercial,42962,27011
2004,9,AL,Alagoas,Comercial,43203,29066
2004,10,AL,Alagoas,Comercial,42852,29911
2004,11,AL,Alagoas,Comercial,43052,30409
2004,12,AL,Alagoas,Comercial,43224,33533
2004,1,AL,Alagoas,Industrial,2584,146469
2004,2,AL,Alagoas,Industrial,2603,137025
2004,3,AL,Alagoas,Industrial,2627,132539
2004,4,AL,Alagoas,Industrial,2606,154050
2004,5,AL,Alagoas,Industrial,2637,155702
2004,6,AL,Alagoas,Industrial,2619,154513
2004,7,AL,Alagoas,Industrial,2636,163783
2004,8,AL,Alagoas,Industrial,2642,166650
2004,9,AL,Alagoas,Industrial,2651,156881
2004,10,AL,Alagoas,Industrial,2646,162929
2004,11,AL,Alagoas,Industrial,2665,155482
2004,12,AL,Alagoas,Industrial,2687,155943
2004,1,AL,Alagoas,Residencial,577321,59273
2004,2,AL,Alagoas,Residencial,578654,54516
2004,3,AL,Alagoas,Residencial,578928,55042
2004,4,AL,Alagoas,Residencial,580636,56082
2004,5,AL,Alagoas,Residencial,581668,55113
2004,6,AL,Alagoas,Residencial,581392,54880
2004,7,AL,Alagoas,Residencial,583874,50870
2004,8,AL,Alagoas,Residencial,585357,47564
2004,9,AL,Alagoas,Residencial,586651,51308
2004,10,AL,Alagoas,Residencial,588812,51757
2004,11,AL,Alagoas,Residencial,592035,52364
2004,12,AL,Alagoas,Residencial,595061,56152
2004,1,AM,Amazonas,Total,,274773
2004,2,AM,Amazonas,Total,,278429
2004,3,AM,Amazonas,Total,,270420
2004,4,AM,Amazonas,Total,,279044
2004,5,AM,Amazonas,Total,,283866
2004,6,AM,Amazonas,Total,,285251
2004,7,AM,Amazonas,Total,,295884
2004,8,AM,Amazonas,Total,,296649
2004,9,AM,Amazonas,Total,,308616
2004,10,AM,Amazonas,Total,,319945
2004,11,AM,Amazonas,Total,,310684
2004,12,AM,Amazonas,Total,,321545
2004,1,AM,Amazonas,Cativo,,274773
2004,2,AM,Amazonas,Cativo,,278429
2004,3,AM,Amazonas,Cativo,,270420
2004,4,AM,Amazonas,Cativo,,279044
2004,5,AM,Amazonas,Cativo,,283866
2004,6,AM,Amazonas,Cativo,,285251
2004,7,AM,Amazonas,Cativo,,295884
2004,8,AM,Amazonas,Cativo,,296649
2004,9,AM,Amazonas,Cativo,,308616
2004,10,AM,Amazonas,Cativo,,319945
2004,11,AM,Amazonas,Cativo,,310684
2004,12,AM,Amazonas,Cativo,,321545
2004,1,AM,Amazonas,Outros,10118,47019
2004,2,AM,Amazonas,Outros,10063,46640
2004,3,AM,Amazonas,Outros,10124,46204
2004,4,AM,Amazonas,Outros,10242,50202
2004,5,AM,Amazonas,Outros,10461,49832
2004,6,AM,Amazonas,Outros,10485,50444
2004,7,AM,Amazonas,Outros,10571,50497
2004,8,AM,Amazonas,Outros,11143,50963
2004,9,AM,Amazonas,Outros,11229,53701
2004,10,AM,Amazonas,Outros,11525,55830
2004,11,AM,Amazonas,Outros,11568,51006
2004,12,AM,Amazonas,Outros,11613,56277
2004,1,AM,Amazonas,Comercial,49055,49832
2004,2,AM,Amazonas,Comercial,49357,50456
2004,3,AM,Amazonas,Comercial,49529,47374
2004,4,AM,Amazonas,Comercial,49693,49875
2004,5,AM,Amazonas,Comercial,49752,50280
2004,6,AM,Amazonas,Comercial,49682,50734
2004,7,AM,Amazonas,Comercial,49837,53678
2004,8,AM,Amazonas,Comercial,50041,52589
2004,9,AM,Amazonas,Comercial,50131,55147
2004,10,AM,Amazonas,Comercial,50105,55373
2004,11,AM,Amazonas,Comercial,50097,55503
2004,12,AM,Amazonas,Comercial,50149,55653
2004,1,AM,Amazonas,Industrial,3363,93449
2004,2,AM,Amazonas,Industrial,3376,101555
2004,3,AM,Amazonas,Industrial,3378,101814
2004,4,AM,Amazonas,Industrial,3392,102970
2004,5,AM,Amazonas,Industrial,3423,104589
2004,6,AM,Amazonas,Industrial,3384,107710
2004,7,AM,Amazonas,Industrial,3393,112740
2004,8,AM,Amazonas,Industrial,3386,113924
2004,9,AM,Amazonas,Industrial,3378,113649
2004,10,AM,Amazonas,Industrial,3373,126345
2004,11,AM,Amazonas,Industrial,3355,118084
2004,12,AM,Amazonas,Industrial,3367,126423
2004,1,AM,Amazonas,Residencial,480619,84473
2004,2,AM,Amazonas,Residencial,482146,79776
2004,3,AM,Amazonas,Residencial,483838,75028
2004,4,AM,Amazonas,Residencial,484639,75997
2004,5,AM,Amazonas,Residencial,486060,79165
2004,6,AM,Amazonas,Residencial,486880,76363
2004,7,AM,Amazonas,Residencial,488308,78969
2004,8,AM,Amazonas,Residencial,489160,79171
2004,9,AM,Amazonas,Residencial,490872,86117
2004,10,AM,Amazonas,Residencial,492352,82395
2004,11,AM,Amazonas,Residencial,493682,86089
2004,12,AM,Amazonas,Residencial,493005,83190
2004,1,AP,Amapá,Total,,43084
2004,2,AP,Amapá,Total,,28944
2004,3,AP,Amapá,Total,,42451
2004,4,AP,Amapá,Total,,40234
2004,5,AP,Amapá,Total,,38522
2004,6,AP,Amapá,Total,,41854
2004,7,AP,Amapá,Total,,40924
2004,8,AP,Amapá,Total,,41429
2004,9,AP,Amapá,Total,,44138
2004,10,AP,Amapá,Total,,46695
2004,11,AP,Amapá,Total,,46641
2004,12,AP,Amapá,Total,,46518
2004,1,AP,Amapá,Cativo,,43084
2004,2,AP,Amapá,Cativo,,28944
2004,3,AP,Amapá,Cativo,,42451
2004,4,AP,Amapá,Cativo,,40234
2004,5,AP,Amapá,Cativo,,38522
2004,6,AP,Amapá,Cativo,,41854
2004,7,AP,Amapá,Cativo,,40924
2004,8,AP,Amapá,Cativo,,41429
2004,9,AP,Amapá,Cativo,,44138
2004,10,AP,Amapá,Cativo,,46695
2004,11,AP,Amapá,Cativo,,46641
2004,12,AP,Amapá,Cativo,,46518
2004,1,AP,Amapá,Outros,2184,5939
2004,2,AP,Amapá,Outros,1710,10202
2004,3,AP,Amapá,Outros,2457,10318
2004,4,AP,Amapá,Outros,2270,11132
2004,5,AP,Amapá,Outros,2312,11214
2004,6,AP,Amapá,Outros,2334,12123
2004,7,AP,Amapá,Outros,2351,10534
2004,8,AP,Amapá,Outros,2348,11866
2004,9,AP,Amapá,Outros,2357,12134
2004,10,AP,Amapá,Outros,2359,12550
2004,11,AP,Amapá,Outros,2405,12262
2004,12,AP,Amapá,Outros,2366,12179
2004,1,AP,Amapá,Comercial,9264,12164
2004,2,AP,Amapá,Comercial,6700,3894
2004,3,AP,Amapá,Comercial,11728,8639
2004,4,AP,Amapá,Comercial,9201,8461
2004,5,AP,Amapá,Comercial,9291,7704
2004,6,AP,Amapá,Comercial,9189,8309
2004,7,AP,Amapá,Comercial,9345,8733
2004,8,AP,Amapá,Comercial,9336,7858
2004,9,AP,Amapá,Comercial,9459,8850
2004,10,AP,Amapá,Comercial,9468,9621
2004,11,AP,Amapá,Comercial,9359,9772
2004,12,AP,Amapá,Comercial,9546,9605
2004,1,AP,Amapá,Industrial,579,3201
2004,2,AP,Amapá,Industrial,379,354
2004,3,AP,Amapá,Industrial,630,1772
2004,4,AP,Amapá,Industrial,538,1737
2004,5,AP,Amapá,Industrial,527,1461
2004,6,AP,Amapá,Industrial,547,1920
2004,7,AP,Amapá,Industrial,523,2217
2004,8,AP,Amapá,Industrial,550,1988
2004,9,AP,Amapá,Industrial,552,2160
2004,10,AP,Amapá,Industrial,557,2003
2004,11,AP,Amapá,Industrial,546,2338
2004,12,AP,Amapá,Industrial,559,2085
2004,1,AP,Amapá,Residencial,102074,21780
2004,2,AP,Amapá,Residencial,74507,14494
2004,3,AP,Amapá,Residencial,131581,21722
2004,4,AP,Amapá,Residencial,103528,18904
2004,5,AP,Amapá,Residencial,103653,18143
2004,6,AP,Amapá,Residencial,103861,19502
2004,7,AP,Amapá,Residencial,103960,19440
2004,8,AP,Amapá,Residencial,104197,19717
2004,9,AP,Amapá,Residencial,104767,20994
2004,10,AP,Amapá,Residencial,105435,22521
2004,11,AP,Amapá,Residencial,105581,22269
2004,12,AP,Amapá,Residencial,106378,22649
2004,1,BA,Bahia,Total,,1444451
2004,2,BA,Bahia,Total,,1344183
2004,3,BA,Bahia,Total,,1393925
2004,4,BA,Bahia,Total,,1419046
2004,5,BA,Bahia,Total,,1436199
2004,6,BA,Bahia,Total,,1424739
2004,7,BA,Bahia,Total,,1434806
2004,8,BA,Bahia,Total,,1420586
2004,9,BA,Bahia,Total,,1457221
2004,10,BA,Bahia,Total,,1473942
2004,11,BA,Bahia,Total,,1495174
2004,12,BA,Bahia,Total,,1503809
2004,1,BA,Bahia,Cativo,,1356735
2004,2,BA,Bahia,Cativo,,1259733
2004,3,BA,Bahia,Cativo,,1300584
2004,4,BA,Bahia,Cativo,,1322590
2004,5,BA,Bahia,Cativo,,1343159
2004,6,BA,Bahia,Cativo,,1334970
2004,7,BA,Bahia,Cativo,,1333209
2004,8,BA,Bahia,Cativo,,1308707
2004,9,BA,Bahia,Cativo,,1343318
2004,10,BA,Bahia,Cativo,,1375877
2004,11,BA,Bahia,Cativo,,1382323
2004,12,BA,Bahia,Cativo,,1396882
2004,1,BA,Bahia,Outros,212682,215666
2004,2,BA,Bahia,Outros,213099,180930
2004,3,BA,Bahia,Outros,214104,179779
2004,4,BA,Bahia,Outros,214449,188967
2004,5,BA,Bahia,Outros,215191,215627
2004,6,BA,Bahia,Outros,215832,218538
2004,7,BA,Bahia,Outros,216365,216813
2004,8,BA,Bahia,Outros,217059,210820
2004,9,BA,Bahia,Outros,218374,218335
2004,10,BA,Bahia,Outros,219404,227725
2004,11,BA,Bahia,Outros,220736,224166
2004,12,BA,Bahia,Outros,222158,208214
2004,1,BA,Bahia,Comercial,259528,171569
2004,2,BA,Bahia,Comercial,259898,167151
2004,3,BA,Bahia,Comercial,261366,166958
2004,4,BA,Bahia,Comercial,261400,174506
2004,5,BA,Bahia,Comercial,262475,158749
2004,6,BA,Bahia,Comercial,264253,159293
2004,7,BA,Bahia,Comercial,265041,149742
2004,8,BA,Bahia,Comercial,265760,146608
2004,9,BA,Bahia,Comercial,267829,154636
2004,10,BA,Bahia,Comercial,268199,163207
2004,11,BA,Bahia,Comercial,268023,173179
2004,12,BA,Bahia,Comercial,268755,177368
2004,1,BA,Bahia,Industrial,18433,762417
2004,2,BA,Bahia,Industrial,18497,726121
2004,3,BA,Bahia,Industrial,18644,770470
2004,4,BA,Bahia,Industrial,18662,764756
2004,5,BA,Bahia,Industrial,18711,779518
2004,6,BA,Bahia,Industrial,18789,781389
2004,7,BA,Bahia,Industrial,18803,805060
2004,8,BA,Bahia,Industrial,18851,815620
2004,9,BA,Bahia,Industrial,18979,822755
2004,10,BA,Bahia,Industrial,19012,811124
2004,11,BA,Bahia,Industrial,19756,812217
2004,12,BA,Bahia,Industrial,19001,833824
2004,1,BA,Bahia,Residencial,3011623,294797
2004,2,BA,Bahia,Residencial,3022800,269980
2004,3,BA,Bahia,Residencial,3046866,276717
2004,4,BA,Bahia,Residencial,3049771,290815
2004,5,BA,Bahia,Residencial,3062606,282303
2004,6,BA,Bahia,Residencial,3073834,265517
2004,7,BA,Bahia,Residencial,3085239,263190
2004,8,BA,Bahia,Residencial,3098064,247536
2004,9,BA,Bahia,Residencial,3118503,261494
2004,10,BA,Bahia,Residencial,3129448,271886
2004,11,BA,Bahia,Residencial,3141203,285609
2004,12,BA,Bahia,Residencial,3143083,284402
2004,1,CE,Ceará,Total,,518714
2004,2,CE,Ceará,Total,,469181
2004,3,CE,Ceará,Total,,508966
2004,4,CE,Ceará,Total,,523200
2004,5,CE,Ceará,Total,,501515
2004,6,CE,Ceará,Total,,511009
2004,7,CE,Ceará,Total,,495416
2004,8,CE,Ceará,Total,,531184
2004,9,CE,Ceará,Total,,564012
2004,10,CE,Ceará,Total,,553697
2004,11,CE,Ceará,Total,,575825
2004,12,CE,Ceará,Total,,575617
2004,1,CE,Ceará,Cativo,,518714
2004,2,CE,Ceará,Cativo,,469181
2004,3,CE,Ceará,Cativo,,508966
2004,4,CE,Ceará,Cativo,,523200
2004,5,CE,Ceará,Cativo,,501515
2004,6,CE,Ceará,Cativo,,511009
2004,7,CE,Ceará,Cativo,,495416
2004,8,CE,Ceará,Cativo,,531184
2004,9,CE,Ceará,Cativo,,564012
2004,10,CE,Ceará,Cativo,,553697
2004,11,CE,Ceará,Cativo,,575825
2004,12,CE,Ceará,Cativo,,575617
2004,1,CE,Ceará,Outros,279048,118826
2004,2,CE,Ceará,Outros,280795,99069
2004,3,CE,Ceará,Outros,213213,100492
2004,4,CE,Ceará,Outros,206099,103864
2004,5,CE,Ceará,Outros,206944,102572
2004,6,CE,Ceará,Outros,207620,104000
2004,7,CE,Ceará,Outros,209049,103537
2004,8,CE,Ceará,Outros,210576,112461
2004,9,CE,Ceará,Outros,212509,126805
2004,10,CE,Ceará,Outros,214406,126936
2004,11,CE,Ceará,Outros,214584,130150
2004,12,CE,Ceará,Outros,216055,129580
2004,1,CE,Ceará,Comercial,137793,95718
2004,2,CE,Ceará,Comercial,137699,86035
2004,3,CE,Ceará,Comercial,137391,90006
2004,4,CE,Ceará,Comercial,137062,97129
2004,5,CE,Ceará,Comercial,137002,90758
2004,6,CE,Ceará,Comercial,136990,93769
2004,7,CE,Ceará,Comercial,136920,87315
2004,8,CE,Ceará,Comercial,136836,92398
2004,9,CE,Ceará,Comercial,136910,97622
2004,10,CE,Ceará,Comercial,136662,93272
2004,11,CE,Ceará,Comercial,136057,96395
2004,12,CE,Ceará,Comercial,136141,101414
2004,1,CE,Ceará,Industrial,7060,139002
2004,2,CE,Ceará,Industrial,7024,135532
2004,3,CE,Ceará,Industrial,6953,154653
2004,4,CE,Ceará,Industrial,6899,144993
2004,5,CE,Ceará,Industrial,6931,152067
2004,6,CE,Ceará,Industrial,6961,151270
2004,7,CE,Ceará,Industrial,6991,156541
2004,8,CE,Ceará,Industrial,7030,162161
2004,9,CE,Ceará,Industrial,6976,164965
2004,10,CE,Ceará,Industrial,6921,160195
2004,11,CE,Ceará,Industrial,6866,174608
2004,12,CE,Ceará,Industrial,6832,167282
2004,1,CE,Ceará,Residencial,1724128,165168
2004,2,CE,Ceará,Residencial,1729895,148543
2004,3,CE,Ceará,Residencial,1812176,163812
2004,4,CE,Ceará,Residencial,1838138,177212
2004,5,CE,Ceará,Residencial,1840518,156118
2004,6,CE,Ceará,Residencial,1843602,161970
2004,7,CE,Ceará,Residencial,1845106,148023
2004,8,CE,Ceará,Residencial,1851087,164163
2004,9,CE,Ceará,Residencial,1858517,174620
2004,10,CE,Ceará,Residencial,1863266,173293
2004,11,CE,Ceará,Residencial,1866576,174671
2004,12,CE,Ceará,Residencial,1871241,177340
2004,1,DF,Distrito Federal,Total,,311459
2004,2,DF,Distrito Federal,Total,,285928
2004,3,DF,Distrito Federal,Total,,300453
2004,4,DF,Distrito Federal,Total,,322911
2004,5,DF,Distrito Federal,Total,,315509
2004,6,DF,Distrito Federal,Total,,309763
2004,7,DF,Distrito Federal,Total,,318750
2004,8,DF,Distrito Federal,Total,,314954
2004,9,DF,Distrito Federal,Total,,341926
2004,10,DF,Distrito Federal,Total,,355619
2004,11,DF,Distrito Federal,Total,,335532
2004,12,DF,Distrito Federal,Total,,345619
2004,1,DF,Distrito Federal,Cativo,,296041
2004,2,DF,Distrito Federal,Cativo,,267122
2004,3,DF,Distrito Federal,Cativo,,281258
2004,4,DF,Distrito Federal,Cativo,,304543
2004,5,DF,Distrito Federal,Cativo,,299765
2004,6,DF,Distrito Federal,Cativo,,287913
2004,7,DF,Distrito Federal,Cativo,,296532
2004,8,DF,Distrito Federal,Cativo,,291779
2004,9,DF,Distrito Federal,Cativo,,317084
2004,10,DF,Distrito Federal,Cativo,,318078
2004,11,DF,Distrito Federal,Cativo,,299605
2004,12,DF,Distrito Federal,Cativo,,310315
2004,1,DF,Distrito Federal,Outros,11952,73881
2004,2,DF,Distrito Federal,Outros,11930,70518
2004,3,DF,Distrito Federal,Outros,12159,70051
2004,4,DF,Distrito Federal,Outros,12124,81641
2004,5,DF,Distrito Federal,Outros,12149,77278
2004,6,DF,Distrito Federal,Outros,12225,78253
2004,7,DF,Distrito Federal,Outros,12238,77231
2004,8,DF,Distrito Federal,Outros,12347,77340
2004,9,DF,Distrito Federal,Outros,12360,84909
2004,10,DF,Distrito Federal,Outros,12362,84659
2004,11,DF,Distrito Federal,Outros,12374,81203
2004,12,DF,Distrito Federal,Outros,12724,79940
2004,1,DF,Distrito Federal,Comercial,78547,93427
2004,2,DF,Distrito Federal,Comercial,78408,81618
2004,3,DF,Distrito Federal,Comercial,78603,84322
2004,4,DF,Distrito Federal,Comercial,78204,94761
2004,5,DF,Distrito Federal,Comercial,78453,90165
2004,6,DF,Distrito Federal,Comercial,78369,87778
2004,7,DF,Distrito Federal,Comercial,78057,87198
2004,8,DF,Distrito Federal,Comercial,78252,84814
2004,9,DF,Distrito Federal,Comercial,78093,98068
2004,10,DF,Distrito Federal,Comercial,77949,97556
2004,11,DF,Distrito Federal,Comercial,77819,92111
2004,12,DF,Distrito Federal,Comercial,78269,97081
2004,1,DF,Distrito Federal,Industrial,1752,29667
2004,2,DF,Distrito Federal,Industrial,1738,27953
2004,3,DF,Distrito Federal,Industrial,1748,28405
2004,4,DF,Distrito Federal,Industrial,1737,28698
2004,5,DF,Distrito Federal,Industrial,1723,25605
2004,6,DF,Distrito Federal,Industrial,1720,31751
2004,7,DF,Distrito Federal,Industrial,1726,32244
2004,8,DF,Distrito Federal,Industrial,1705,32914
2004,9,DF,Distrito Federal,Industrial,1712,35334
2004,10,DF,Distrito Federal,Industrial,1688,48288
2004,11,DF,Distrito Federal,Industrial,1677,45550
2004,12,DF,Distrito Federal,Industrial,1701,46714
2004,1,DF,Distrito Federal,Residencial,570609,114484
2004,2,DF,Distrito Federal,Residencial,573696,105839
2004,3,DF,Distrito Federal,Residencial,579185,117675
2004,4,DF,Distrito Federal,Residencial,582270,117811
2004,5,DF,Distrito Federal,Residencial,587409,122461
2004,6,DF,Distrito Federal,Residencial,593779,111981
2004,7,DF,Distrito Federal,Residencial,595602,122077
2004,8,DF,Distrito Federal,Residencial,597890,119886
2004,9,DF,Distrito Federal,Residencial,599813,123615
2004,10,DF,Distrito Federal,Residencial,602261,125116
2004,11,DF,Distrito Federal,Residencial,603666,116668
2004,12,DF,Distrito Federal,Residencial,609033,121884
2004,1,ES,Espírito Santo,Total,,607655
2004,2,ES,Espírito Santo,Total,,583260
2004,3,ES,Espírito Santo,Total,,599525
2004,4,ES,Espírito Santo,Total,,583307
2004,5,ES,Espírito Santo,Total,,586400
2004,6,ES,Espírito Santo,Total,,571593
2004,7,ES,Espírito Santo,Total,,585851
2004,8,ES,Espírito Santo,Total,,589390
2004,9,ES,Espírito Santo,Total,,598050
2004,10,ES,Espírito Santo,Total,,609691
2004,11,ES,Espírito Santo,Total,,604979
2004,12,ES,Espírito Santo,Total,,614381
2004,1,ES,Espírito Santo,Cativo,,478513
2004,2,ES,Espírito Santo,Cativo,,465174
2004,3,ES,Espírito Santo,Cativo,,472788
2004,4,ES,Espírito Santo,Cativo,,461347
2004,5,ES,Espírito Santo,Cativo,,449853
2004,6,ES,Espírito Santo,Cativo,,448891
2004,7,ES,Espírito Santo,Cativo,,448522
2004,8,ES,Espírito Santo,Cativo,,449021
2004,9,ES,Espírito Santo,Cativo,,465981
2004,10,ES,Espírito Santo,Cativo,,484343
2004,11,ES,Espírito Santo,Cativo,,480238
2004,12,ES,Espírito Santo,Cativo,,477636
2004,1,ES,Espírito Santo,Outros,122075,78392
2004,2,ES,Espírito Santo,Outros,122491,74526
2004,3,ES,Espírito Santo,Outros,122872,73459
2004,4,ES,Espírito Santo,Outros,122816,73724
2004,5,ES,Espírito Santo,Outros,123026,74701
2004,6,ES,Espírito Santo,Outros,123397,77673
2004,7,ES,Espírito Santo,Outros,123671,75447
2004,8,ES,Espírito Santo,Outros,124097,74052
2004,9,ES,Espírito Santo,Outros,124702,87645
2004,10,ES,Espírito Santo,Outros,125280,88949
2004,11,ES,Espírito Santo,Outros,125659,84942
2004,12,ES,Espírito Santo,Outros,126262,81349
2004,1,ES,Espírito Santo,Comercial,91257,84819
2004,2,ES,Espírito Santo,Comercial,91459,83917
2004,3,ES,Espírito Santo,Comercial,91761,86051
2004,4,ES,Espírito Santo,Comercial,91860,83632
2004,5,ES,Espírito Santo,Comercial,91544,82243
2004,6,ES,Espírito Santo,Comercial,91651,75630
2004,7,ES,Espírito Santo,Comercial,91500,75145
2004,8,ES,Espírito Santo,Comercial,91601,75328
2004,9,ES,Espírito Santo,Comercial,91697,78583
2004,10,ES,Espírito Santo,Comercial,91650,81686
2004,11,ES,Espírito Santo,Comercial,91604,82689
2004,12,ES,Espírito Santo,Comercial,91791,86496
2004,1,ES,Espírito Santo,Industrial,11417,327232
2004,2,ES,Espírito Santo,Industrial,11430,314197
2004,3,ES,Espírito Santo,Industrial,11513,325672
2004,4,ES,Espírito Santo,Industrial,11518,316467
2004,5,ES,Espírito Santo,Industrial,11459,323523
2004,6,ES,Espírito Santo,Industrial,11411,320369
2004,7,ES,Espírito Santo,Industrial,11394,339596
2004,8,ES,Espírito Santo,Industrial,11407,344799
2004,9,ES,Espírito Santo,Industrial,11411,330463
2004,10,ES,Espírito Santo,Industrial,11431,334354
2004,11,ES,Espírito Santo,Industrial,11450,330190
2004,12,ES,Espírito Santo,Industrial,11448,341430
2004,1,ES,Espírito Santo,Residencial,811450,117209
2004,2,ES,Espírito Santo,Residencial,815099,110618
2004,3,ES,Espírito Santo,Residencial,817460,114342
2004,4,ES,Espírito Santo,Residencial,816400,109482
2004,5,ES,Espírito Santo,Residencial,815215,105932
2004,6,ES,Espírito Santo,Residencial,816526,97920
2004,7,ES,Espírito Santo,Residencial,816787,95661
2004,8,ES,Espírito Santo,Residencial,818525,95209
2004,9,ES,Espírito Santo,Residencial,817388,101358
2004,10,ES,Espírito Santo,Residencial,817266,104701
2004,11,ES,Espírito Santo,Residencial,817537,107156
2004,12,ES,Espírito Santo,Residencial,819940,105104
2004,1,GO,Goiás,Total,,630624
2004,2,GO,Goiás,Total,,602529
2004,3,GO,Goiás,Total,,622783
2004,4,GO,Goiás,Total,,644083
2004,5,GO,Goiás,Total,,654000
2004,6,GO,Goiás,Total,,687091
2004,7,GO,Goiás,Total,,688157
2004,8,GO,Goiás,Total,,716152
2004,9,GO,Goiás,Total,,750537
2004,10,GO,Goiás,Total,,746582
2004,11,GO,Goiás,Total,,649537
2004,12,GO,Goiás,Total,,658675
2004,1,GO,Goiás,Cativo,,618445
